"REF_DATE","GEO","DGUID","Labour productivity and related measures","Industry","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022","Canada","2016A000011124","Labour productivity","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS3252]","Chained (2017) dollars per hour","446","units","0","v111384196","1.7.85","409.1","","","","1"
"2023","Canada","2016A000011124","Labour productivity","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS3252]","Chained (2017) dollars per hour","446","units","0","v111384196","1.7.85","339.5","","","","1"
"1997","Canada","2016A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","284.8","","","","1"
"1998","Canada","2016A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","299.8","","","","1"
"1999","Canada","2016A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","300.9","","","","1"
"2000","Canada","2016A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","348.0","","","","1"
"2001","Canada","2016A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","288.2","","","","1"
"2002","Canada","2016A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","259.3","","","","1"
"2003","Canada","2016A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","322.1","","","","1"
"2004","Canada","2016A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","354.4","","","","1"
"2005","Canada","2016A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","393.9","","","","1"
"2006","Canada","2016A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","401.1","","","","1"
"2007","Canada","2016A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","300.0","","","","1"
"2008","Canada","2016A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","218.7","","","","1"
"2009","Canada","2016A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","160.0","","","","1"
"2010","Canada","2016A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","155.2","","","","1"
"2011","Canada","2016A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","148.2","","","","1"
"2012","Canada","2016A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","128.2","","","","1"
"2013","Canada","2016A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","133.9","","","","1"
"2014","Canada","2016A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","142.7","","","","1"
"2015","Canada","2016A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","128.5","","","","1"
"2016","Canada","2016A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","140.5","","","","1"
"2017","Canada","2016A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","122.8","","","","1"
"2018","Canada","2016A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","128.9","","","","1"
"2019","Canada","2016A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","122.5","","","","1"
"2020","Canada","2016A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","141.4","","","","1"
"2021","Canada","2016A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","146.2","","","","1"
"2022","Canada","2016A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","129.9","","","","1"
"2023","Canada","2016A000011124","Labour productivity","Pesticide, fertilizer and other agricultural chemical manufacturing [BS3253]","Chained (2017) dollars per hour","446","units","0","v111384197","1.7.86","150.9","","","","1"
"1997","Canada","2016A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","72.3","","","","1"
"1998","Canada","2016A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","74.5","","","","1"
"1999","Canada","2016A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","80.8","","","","1"
"2000","Canada","2016A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","95.2","","","","1"
"2001","Canada","2016A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","103.7","","","","1"
"2002","Canada","2016A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","109.8","","","","1"
"2003","Canada","2016A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","102.2","","","","1"
"2004","Canada","2016A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","96.6","","","","1"
"2005","Canada","2016A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","93.2","","","","1"
"2006","Canada","2016A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","89.0","","","","1"
"2007","Canada","2016A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","83.2","","","","1"
"2008","Canada","2016A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","81.4","","","","1"
"2009","Canada","2016A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","83.7","","","","1"
"2010","Canada","2016A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","75.7","","","","1"
"2011","Canada","2016A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","72.8","","","","1"
"2012","Canada","2016A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","73.7","","","","1"
"2013","Canada","2016A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","76.7","","","","1"
"2014","Canada","2016A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","79.1","","","","1"
"2015","Canada","2016A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","84.0","","","","1"
"2016","Canada","2016A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","95.5","","","","1"
"2017","Canada","2016A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","92.8","","","","1"
"2018","Canada","2016A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","98.0","","","","1"
"2019","Canada","2016A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","95.4","","","","1"
"2020","Canada","2016A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","106.8","","","","1"
"2021","Canada","2016A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","105.2","","","","1"
"2022","Canada","2016A000011124","Labour productivity","Pharmaceutical and medicine manufacturing [BS3254]","Chained (2017) dollars per hour","446","units","0","v111384198","1.7.87","113.2","","","","1"
